Vendor Name,Address,Zip Code,DUNS Number,ProtoLEI
"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",1350 MASS AVE RM 440,021383846,135026651,0000182FERE2Z92WAO39
"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",1350 MASSACHUSETTS AVE,021383846,001963263,0000182FERE2Z92WAO39
"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",1350 MASS AVE RM 440,021383846,135026651,0000182FERE2Z92WAO39
"HARVARD COLLEGE, PRESIDENT & FELLOWS OF",1350 MASS AVE STE 600,021383846,082359691,0000182FERE2Z92WAO39
CURTISS-WRIGHT CONTROLS INC,201 OLD BOILING SPRINGS RD,281520649,076085187,0000182GF3WG7ERH3423
"CURTISS-WRIGHT CONTROLS, INC",201 OLD BOILING SPRINGS RD,281520649,960173748,0000182GF3WG7ERH3423
WATERS CORPORATION (4558),34 MAPLE ST,017573696,107186004,0000182GHZJ5529SZK89
WATERS CORPORATION (4558),34 MAPLE ST,017573696,867704355,0000182GHZJ5529SZK89
UNIVERSITY OF WISCONSIN SYSTEM,432 N LAKE ST,537061415,080490584,0000182GR7DYS3BNKS96
UNIVERSITY OF WISCONSIN SYSTEM,432 N LAKE ST,537061415,003255648,0000182GR7DYS3BNKS96
GSE HOLDINGS INC.,11001 US HWY 41 N,342217700,794029512,0000182HP9UF8S0VUO28
GSE HOLDINGS INC.,11001 US HWY 41 N,342217700,051271278,0000182HP9UF8S0VUO28
VANGUARD MODULAR BUILDING SYSTEMS LLC,100 LINDENWOOD DR STE 200,193551738,797854929,0000182HYW6K63OLA854
"VANGUARD MODULAR BUILDING SYSTEMS, LLC",3 GREAT VALLEY PARKWAY STE 170,193551738,077368814,0000182HYW6K63OLA854
"WORNICK COMPANY, THE",4700 CREEK RD,452422808,182937883,0000182JCUAHMHUAYO48
"WORNICK COMPANY, THE",4700 CREEK RD,452422808,149975554,0000182JCUAHMHUAYO48
SPECTRUM HEALTHCARE RESOURCES INCORPORATED,12647 OLIVE BLVD,631416346,609817887,0000182JQHY5GQ7HWK61
"SPECTRUM HEALTHCARE RESOURCES, INC.",12647 OLIVE BLVD STE 600,631416346,048441815,0000182JQHY5GQ7HWK61
TESSCO INCORPORATED,11126 MCCORMICK RD,210311404,084215677,0000182KKJFWNK4OO458
TESSCO INCORPORATED,11126 MCCORMICK ROAD,210311404,022634265,0000182KKJFWNK4OO458
"GUARDIAN PEST SOLUTIONS, INC.",701 E 4TH ST STE 1,558052059,022765911,0000182KPDK88FI9CS50
"GUARDIAN PEST SOLUTIONS, INC.",701 E FOURTH ST,558052059,608866211,0000182KPDK88FI9CS50
"L.K. GOODWIN CO., INC.",40 SPRAGUE ST,029072503,607128915,0000182L1B69OSLUSC60
"L.K. GOODWIN CO., INC.",50 SPRAGUE ST,029072503,174850354,0000182L1B69OSLUSC60
"SES GOVERNMENT SOLUTIONS, INC.","2010 CORPORATE RIDGE, STE 550",221027856,193781148,0000182MKLXLRNSEO027
"SES GOVERNMENT SOLUTIONS, INC.",2010 CORPORATE RDG STE 550,221027856,039274332,0000182MKLXLRNSEO027
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488987,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488581,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488987,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,054781240,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488987,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,833063154,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488987,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,833063253,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,967488987,0000182N58F06600WS34
"LEIDOS, INC.",11951 FREEDOM DR,201905640,833063105,0000182N58F06600WS34
MINE SAFETY APPLIANCES COMPANY,1000 CRANBERRY WOODS DR,160665207,004321865,0000182O73SXNJUHA893
MINE SAFETY APPLIANCES COMPANY,1000 CRANBERRY WOODS,160665207,962608014,0000182O73SXNJUHA893
POINT BLANK ENTERPRISES INC,2102 SW 2ND ST,330693116,801316613,0000182P9E455OIYOS81
"POINT BLANK ENTERPRISES, INC.",2102 SW 2ND ST,330693116,078855857,0000182P9E455OIYOS81
FXC CORPORATION,3410 S SUSAN ST,927046936,064466543,0000182QRXCWCR616O11
FXC CORPORATION,3412 S SUSAN ST,927046936,019367569,0000182QRXCWCR616O11
GENERAL DYNAMICS LAND SYSTEMS,38500 MOUND RD,48310,131266926,0000182RAGFQR01D4W89
GENERAL DYNAMICS LAND SYSTEMS,38500 MOUND ROAD,48310,791819535,0000182RAGFQR01D4W89
EATON AEROSPACE LLC,24 E GLENOLDEN AVE,190362107,931251065,0000182SD98CM3U94W06
EATON AEROSPACE LLC,24 E. GLENOLDEN AVE,190362107,169726267,0000182SD98CM3U94W06
CLEMSON UNIVERSITY,201 SIKES HALL,296340001,042629816,0000182UJH88T95F4S61
CLEMSON UNIVERSITY,SIKES HALL RM G 12,296340001,790708226,0000182UJH88T95F4S61
CLEMSON UNIVERSITY,201 SIKES HALL,296340001,042629816,0000182UJH88T95F4S61
CLEMSON UNIVERSITY,16 PEARMAN BLVD,296340001,828128053,0000182UJH88T95F4S61
PARSONS GOVERNMENT SERVICES INC.,100 M ST SE STE 1200,200033515,102874034,0000182UYEURIGK8U810
PARSONS GOVERNMENT SERVICES INC.,100 M ST # 1200,200033515,048005938,0000182UYEURIGK8U810
XEROX CORPORATION,7900 W PARK DR,221024242,039860122,0000182WEPCGVS2SOW71
XEROX CORPORATION,7900 WESTPARK DRIVE,221024242,137643698,0000182WEPCGVS2SOW71
UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DR RM 227,995084614,932445893,0000182WPW6I4LKH8G26
UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DR,995084614,076664986,0000182WPW6I4LKH8G26
HONEYWELL INTERNATIONAL INC.,21111 N 19TH AVENUE,850272708,168017718,0000182WWPN4M6MOSG18
HONEYWELL INTERNATIONAL INC.,21111 N 19TH AVE,850272708,038385688,0000182WWPN4M6MOSG18
COLE-PARMER INSTRUMENT COMPANY,625 E BUNKER COURT,600611830,824948942,0000182WYVOL7M7YGW21
COLE-PARMER INSTRUMENT COMPANY,625 E BUNKER CT,600611830,008852253,0000182WYVOL7M7YGW21
LOCKHEED MARTIN CORPORATION,700 N FREDERICK AVE,208793328,828041934,0000182XTHLZ3EWHSS15
LOCKHEED MARTIN CORPORATION,"700 N FREDERICK AVE, LOCATION A",208793328,147286186,0000182XTHLZ3EWHSS15
LOCKHEED MARTIN CORPORATION,700 N FREDERICK AVE,208793328,828041934,0000182XTHLZ3EWHSS15
LOCKHEED MARTIN CORPORATION,700 N FREDERICK AVE,208793328,078604247,0000182XTHLZ3EWHSS15
LOCKHEED MARTIN CORPORATION,700 N FREDERICK AVE,208793328,828041934,0000182XTHLZ3EWHSS15
LOCKHEED MARTIN CORPORATION,700 N FREDERICK AVE LOC B,208793328,147286269,0000182XTHLZ3EWHSS15
HONEYWELL INTERNATIONAL INC,1985 DOUGLAS DR N,554223935,039380407,0000182YPH7AGF0SQO86
HONEYWELL INTERNATIONAL INC.,1985 DOUGLAS DRIVE,554223935,966893393,0000182YPH7AGF0SQO86
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1710 SAIC DR STE B,221023701,833063105,00001830SOU1EUCKAO43
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1710 SAIC DR STE B,221023701,833063154,00001830SOU1EUCKAO43
OFFICEMAX INCORPORATED,263 SHUMAN BLVD,605631255,009073099,000018317E9KVE0GSG41
OFFICEMAX INCORPORATED,263 SHUMAN RD,605631255,808252808,000018317E9KVE0GSG41
"DIVERSIFIED MAINTENANCE SYSTEMS, INC.",3165 S 300 W,841153408,122503589,00001831YZ46MVZOO420
"DIVERSIFIED MAINTENANCE SYSTEMS, INC",3165 S 300 W,841153408,036683282,00001831YZ46MVZOO420
"SMITH SECKMAN REID, INC.",2971 SIDCO DR,372043709,195857615,0000183309UCNBEYM883
"SMITH SECKMAN REID, INC.",2995 SIDCO DR,372043709,047001359,0000183309UCNBEYM883
"LUITPOLD PHARMACEUTICALS, INC.",5 RAMSEY RD,119674709,002033710,0000183343PIWR1C0S26
LUITPOLD PHARMACEUTICALS INC,1 LUITPOLD DRIVE,119674709,172217890,0000183343PIWR1C0S26
LOCKHEED MARTIN CORPORATION,1801 STATE ROUTE 17C BLDG 908 MAILDROP 0605,138273900,147329606,00001834QZS3MRZ4SG55
LOCKHEED MARTIN CORPORATION,1801 STATE RT 17 C,138273900,002232973,00001834QZS3MRZ4SG55
HONEYWELL INTERNATIONAL INC.,15001 NE 36TH STREET,980525317,186676685,000018350B9NBCPVS472
HONEYWELL INTERNATIONAL INC,15001 NE 36TH ST,980525317,009533998,000018350B9NBCPVS472
EVOQUA WATER TECHNOLOGIES LLC,181 THORN HILL RD,150867527,150795342,00001835OG83AUXL4486
EVOQUA WATER TECHNOLOGIES LLC,181 THORN HILL RD,150867527,060374245,00001835OG83AUXL4486
"SIMMONDS PRECISION PRODUCTS, INC.",100 PANTON RD,054911008,001307594,00001837QCMW7LU1WC62
"SIMMONDS PRECISION PRODUCTS, INC.",100 PANTON RD,054911008,626738996,00001837QCMW7LU1WC62
PRICEWATERHOUSECOOPERS LLP,1800 TYSON BLVD 9TH FL,221024257,017035762,00001837SKFY118BEO10
PRICEWATERHOUSECOOPERS LLP,1800 TYSONS BOULEVARD,221024257,132054466,00001837SKFY118BEO10
FISHER SCIENTIFIC COMPANY L.L.C.,3970 JOHNS CREEK CT STE 500,300241297,047957386,00001838E6920LGQW471
FISHER SCIENTIFIC COMPANY L.L.C.,3970 JOHNS CREEK CT STE 500,300241297,025047940,00001838E6920LGQW471
JACOBS ENGINEERING GROUP INC.,707 17TH ST STE 2300,802023404,615982634,00001839748Z4166OS89
JACOBS ENGINEERING GROUP INC.,707 17TH ST STE 2300,802023404,829578272,00001839748Z4166OS89
"COLONNA'S SHIP YARD, INCORPORATED",400 E INDIAN RIVER RD,235231756,003174273,00001839JNYIW4IPK483
"COLONNA'S SHIP YARD, INCORPORATED",400 E INDIAN RIVER RD,235231756,118056113,00001839JNYIW4IPK483
NEWPORT NEWS SHIPBUILDING & DR,4101 WASHINGTON AVE,23607,001307495,0000183A6P1KGUN5Q882
NEWPORT NEWS SHIPBUILDING & DR,4101 WASHINGTON AVENUE,23607,149899957,0000183A6P1KGUN5Q882
OLIN CORPORATION,427 N SHAMROCK ST,620241174,088736686,0000183AX0I0VYQBK097
OLIN CORPORATION,427 N SHAMROCK ST,620241174,026954859,0000183AX0I0VYQBK097
A T & T CORP,1820 E SKYHARBOR CIRCLE,850340000,060879355,0000183B8XFAY1UYIO53
A T & T CORP,1820 E SKYHARBOR CIRCLE,850340000,080401883,0000183B8XFAY1UYIO53
MARKETLAB INC.,6850 SOUTHBELT DR,493167680,848917027,0000183BA92C8BUH0K18
MARKET LAB INC.,6850 SOUTHBELT,493167680,555683887,0000183BA92C8BUH0K18
"TERADYNE, INC.",700 RIVERPARK DR,018642634,074528345,0000183BS4IF6AMWQO06
"TERADYNE, INC.",600 RIVERPARK DR,018642634,001017490,0000183BS4IF6AMWQO06
GEORGIA POWER COMPANY,241 RALPH MCGILL BLVD NE,303083374,006924989,0000183CR6GOYE5HWC63
GEORGIA POWER COMPANY,241 RALPH MCGILL BLVD BIN 10071,303083374,114385735,0000183CR6GOYE5HWC63
NORTH CAROLINA STATE UNIVERSITY,2711 FOUNDERS DR,276950001,042092122,0000183CX8HZR3OJ4038
NORTH CAROLINA STATE UNIVERSITY,ADMINISTRATIVE SERVICES BLDG RM 213,276950001,143976090,0000183CX8HZR3OJ4038
NORTH CAROLINA STATE UNIVERSITY,2711 FOUNDERS DR,276950001,042092122,0000183CX8HZR3OJ4038
NORTH CAROLINA STATE UNIVERSITY,2401 RESEARCH DR RM 3314,276950001,019151765,0000183CX8HZR3OJ4038
"QWEST GOVERNMENT SERVICES, INC",4250 N FAIRFAX DRIVE,222031665,096074500,0000183ED3CLKOJKU895
QWEST GOVERNMENT SERVICES INC,4250 N FAIRFAX DRIVE,222031665,178617031,0000183ED3CLKOJKU895
GE AVIATION SYSTEMS LLC,3290 PATTERSON AVE SE,495121934,555885920,0000183ERM9LXWPQSK89
GE AVIATION SYSTEMS LLC,3290 PATTERSON AVE SE,495121934,012826868,0000183ERM9LXWPQSK89
"JB MANAGEMENT SOLUTIONS, LLC","1700 ROCKVILLE PIKE, STE 625",208521631,825235489,0000183EU84E7HY4OW84
"JB MANAGEMENT SOLUTIONS, LLC",1700 ROCKVILLE PIKE STE 625,208521631,610769247,0000183EU84E7HY4OW84
BAE SYSTEMS LAND & ARMAMENTS L.P.,2101 W 10TH ST,362014223,055156012,0000183F9NUGOL0WKK58
"BAE SYSTEMS LAND & ARMAMENTS, L.P.",1801 ELECTRONICS DRIVE,362014223,040901068,0000183F9NUGOL0WKK58
COMPUTER SCIENCES CORPORATION,1301 MCCORMICK DR STE 200,207745454,053506809,0000183FA3UGHWTYOS34
COMPUTER SCIENCES CORPORATION,1301 MCCORMICK STE 200,207745454,612799270,0000183FA3UGHWTYOS34
STATE OF OHIO OFFICE OF BUDGET AND MANAGEMENT STATE ACCOUNTING,30 E BROAD ST,432153414,809172372,0000183FD37WKJEV4S29
STATE OF OHIO OFFICE OF BUDGET AND MANAGEMENT STATE ACCOUNTING,30 E BROAD ST,432153414,808847677,0000183FD37WKJEV4S29
"WTN ARCHITECTURE, INC.",650 IWILEI STE 288,968175395,831228817,0000183FJFMG1UVMSK67
"WTN ARCHITECTURE, INC.",650 IWILEI RD #288,968175395,884856712,0000183FJFMG1UVMSK67
JSI TELECOM INC.,45195 BUSINEVA CT STE 230,201666717,148025380,0000183IKBGRF4D10K07
JSI TELECOM INCORPORATED,45195 BUSINESS CT STE 230,201666717,619002392,0000183IKBGRF4D10K07
"SRA INTERNATIONAL, INC.",4300 FAIR LAKES CT,220334232,606261683,0000183IS9K98X37Y856
"SRA INTERNATIONAL, INC.",4300 FAIR LAKES CT,220334232,097779698,0000183IS9K98X37Y856
TRUSTEES OF INDIANA UNIVERSITY,980 INDIANA AVE RM 2232,462025130,603007902,0000183IUJ4UCM8W0040
TRUSTEES OF INDIANA UNIVERSITY,355 N LANSING DR STE 120,462025130,611740283,0000183IUJ4UCM8W0040
LOCKHEED MARTIN CORPORATION (3632),12506 LAKE UNDERHILL ROAD,328255002,826647703,0000183JQ5MG9HSVEO75
LOCKHEED MARTIN CORPORATION (3632),12506 LAKE UNDERHILL RD,328255002,001690924,0000183JQ5MG9HSVEO75
URS GROUP INCORPORATED (7384) 1393322,200 ORCHARD RIDGE RD,208781978,608284571,0000183LYAVO58V3WG20
URS GROUP INCORPORATED (7384) 1393322,200 ORCHARD RIDGE DR,208781978,126483903,0000183LYAVO58V3WG20
GLENAIR INC.,1200 AIR WAY,912012405,020653692,0000183MJY8RP35VK060
"GLENAIR, INC.",1211 AIR WAY,912012405,008385312,0000183MJY8RP35VK060
"SCHUTTE-BUFFALO HAMMERMILL, LLC",61 DEPOT ST,142062203,616206665,0000183P7FV243DQWW05
"SCHUTTE-BUFFALO HAMMERMILL, LLC",61 DEPOT ST,142062203,002119105,0000183P7FV243DQWW05
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I,65 SPIT BROOK RD,030606909,005149120,0000183PQ1IJ22L9GC95
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I,65 SPIT BROOK RD,030606909,007205920,0000183PQ1IJ22L9GC95
PRICEWATERHOUSECOOPERS,"252E, MURI OKUNOLA STREET",,645306358,0000183Q2DS5AKK7S411
PRICEWATERHOUSECOOPERS,UNA HOME NO.12 AIRPORT CITY,,565512386,0000183Q2DS5AKK7S411
